date,CO2_avg,CH4_avg,N2O_avg,CFC11_avg,CFC12_avg,CFC113_avg,SF6_avg
2020-03-04,421.2609647,2017.884393,332.9467938,,,,
2020-03-05,,2011.585648,332.9002821,,,,
2020-03-06,,1989.953399,332.7521035,,,,
2020-03-07,420.8422607,1982.291226,332.9615909,,,,
2020-03-08,421.7755599,1964.324489,332.2781101,,,,
2020-03-09,420.1051167,1968.421235,333.2151886,,,,
2020-03-10,420.6582568,1988.676229,332.3645062,,,,
2020-03-11,421.7002152,1985.022399,332.4796012,,,,
2020-03-12,423.4902796,1983.026162,332.2840235,,,,
2020-03-13,423.9831249,1969.875717,332.7290687,,,,
2020-03-14,420.6795894,1989.441986,334.5607746,,,,
2020-03-15,422.4844269,1980.697445,332.5326134,,,,
2020-03-16,421.35672,1989.694272,332.765712,,,,
2020-03-17,,1978.590113,332.7183721,,,,
2020-03-18,424.1652638,1987.39531,332.5362564,,,,
2020-03-19,423.7624865,1978.469893,333.2819794,,,,
2020-03-20,422.7066809,1983.818489,332.7207623,,,,
2020-03-21,422.2661979,1973.75596,332.7909672,,,,
2020-03-22,421.7412449,1972.31316,332.4726862,,,,
2020-03-23,422.2573515,1981.957094,334.2556018,,,,
2020-03-24,422.5555102,1974.815088,334.7900738,,,,
2020-03-25,422.102308,1967.631883,334.0361315,,,,
2020-03-26,422.9097825,1964.645916,334.5925699,,,,
2020-03-27,421.499232,1968.233829,335.5096908,,,,
2020-03-28,421.2148132,1968.902532,334.5776199,,,,
2020-03-29,421.0475722,1963.768871,334.2193559,,,,
2020-03-30,420.3834518,1961.058702,334.6189639,,,,
2020-03-31,,1966.998121,334.9763109,,,,
2020-04-01,423.2360788,1970.658376,334.5716696,,,,
2020-04-02,422.598506,1968.221472,334.7851638,,,,
2020-04-03,422.5227137,1970.499274,334.8899086,,,,
2020-04-04,420.7857144,1971.584915,334.6340566,,,,10.03909091
2020-04-05,421.4923858,1974.903124,335.3902721,,,,10.15385
2020-04-06,421.5539553,1978.030769,334.6995556,,,,
2020-04-07,423.0189163,1970.642784,334.6491772,,,,10.33145
2020-04-08,422.3368551,1974.52572,334.350943,,,,10.09721538
2020-04-09,422.5964415,1971.100429,334.6235804,,,,9.999570588
2020-04-10,422.5081818,1968.426259,335.3580567,,,,10.05011
2020-04-11,421.853561,1966.6325,334.8075163,,,,9.907758333
